0,0.0,0.0,0.0
30000,0.0,0.0,0.0
60000,0.0,0.0,0.0
90000,0.0,0.0,0.0
120000,0.0,0.0,0.0
150000,0.0,0.0,0.0
180000,0.0,0.0,0.0
210000,0.0,0.0,0.0
240000,0.0,0.0,0.0
270000,0.0,0.0,0.0
300000,0.0,0.0,0.0
330000,0.0,0.0,0.0
360000,0.0,0.0,0.0
390000,0.0,0.0,0.0
420000,0.0,0.0,0.0
450000,0.0,0.0,0.0
480000,0.0,0.0,0.0
510000,0.0,0.0,0.0
540000,0.0,0.0,0.0
570000,0.0,0.0,0.0
600000,0.0,0.0,0.0
630000,0.0,0.0,0.0
660000,0.0,0.0,0.0
690000,0.0,0.0,0.0
720000,0.0,0.0,0.0
750000,0.0,0.0,0.0
780000,0.0,0.0,0.0
810000,0.0,0.0,0.0
840000,0.0,0.0,0.0
870000,0.0,0.0,0.0
900000,0.0,0.0,0.0
930000,0.0,0.0,0.0
960000,2.268035445461762,0.0,0.0
990000,8.93095638620536,0.0,0.0
1020000,17.758691643704537,0.0,0.0
1050000,27.99764177061209,0.0,0.0
1080000,39.17666740891235,3.9883331407036344,0.0
1110000,50.902285625179864,11.417244533935357,0.0
1140000,62.79103986849493,20.718427471311266,0.0
1170000,74.41302373179948,31.275092937720313,0.575558227330941
1200000,85.22351867972844,42.64554395335318,5.979435751486388
1230000,94.38078799473708,54.4444032137197,14.04790437901466
1260000,99.96486179896316,66.2822145849954,23.771814105655185
1290000,100.0,77.70474322366347,34.601016370118366
1320000,100.0,88.120667225942,46.11918388728884
1350000,100.0,96.49243601128394,57.94926750115989
1380000,100.0,100.0,69.6926009314914
1410000,100.0,100.0,80.86883278458896
1440000,100.0,100.0,90.81400701447939
1470000,100.0,100.0,98.26693778785267
1500000,100.0,100.0,100.0
1530000,100.0,100.0,100.0
1560000,100.0,100.0,100.0
1590000,100.0,100.0,100.0
1620000,100.0,100.0,100.0
1650000,100.0,100.0,100.0
1680000,100.0,100.0,100.0
1710000,100.0,100.0,100.0
1740000,100.0,100.0,100.0
1770000,100.0,100.0,100.0
1800000,100.0,100.0,100.0
1830000,100.0,100.0,100.0
1860000,100.0,100.0,100.0
1890000,100.0,100.0,100.0
1920000,100.0,100.0,100.0
1950000,100.0,100.0,100.0
1980000,100.0,100.0,100.0
2010000,100.0,100.0,99.96091779708334
2040000,100.0,100.0,94.24532844689494
2070000,100.0,100.0,84.9478855119403
2100000,100.0,100.0,74.0108563268392
2130000,100.0,98.50842213184123,62.26576497805636
2160000,100.0,91.03813216983396,50.27352800786349
2190000,100.0,81.02093691821514,38.468732357052964
2220000,100.0,69.73292182178815,27.244876349199938
2250000,96.09788484878229,57.86598519870729,17.001858602802045
2280000,87.45767163222567,45.917130082212196,8.242475146739219
2310000,76.88521174359724,34.29491445722749,1.8020749291970364
2340000,65.33869061221675,23.389259982862352,0.0
2370000,53.415734573756446,13.628874976981608,0.0
2400000,41.564623793088074,5.583604116031719,0.0
2430000,30.177725569014097,0.40007345733433297,0.0
2460000,19.657529781604925,0.0,0.0
2490000,10.458957177177398,0.0,0.0
2520000,3.2527903900260844,0.0,0.0
2550000,0.0,0.0,0.0
2580000,0.0,0.0,0.0
2610000,0.0,0.0,0.0
2640000,0.0,0.0,0.0
2670000,0.0,0.0,0.0
2700000,0.0,0.0,0.0
2730000,0.0,0.0,0.0
2760000,0.0,0.0,0.0
2790000,0.0,0.0,0.0
2820000,0.0,0.0,0.0
2850000,0.0,0.0,0.0
2880000,0.0,0.0,0.0
2910000,0.0,0.0,0.0
2940000,0.0,0.0,0.0
2970000,0.0,0.0,0.0
3000000,0.0,0.0,0.0
3030000,0.0,0.0,0.0
3060000,0.0,0.0,0.0
3090000,0.0,0.0,0.0
3120000,0.0,0.0,0.0
3150000,0.0,0.0,0.0
3180000,0.0,0.0,0.0
3210000,0.0,0.0,0.0
3240000,0.0,0.0,0.0
3270000,0.0,0.0,0.0
3300000,0.0,0.0,0.0
3330000,0.0,0.0,0.0
3360000,0.0,0.0,0.0
3390000,0.0,0.0,0.0
3420000,0.0,0.0,0.0
3450000,0.0,0.0,0.0
3480000,0.0,0.0,0.0
3510000,0.0,0.0,0.0
3540000,0.0,0.0,0.0
3570000,0.0,0.0,0.0
3600000,0.0,0.0,0.0
